ID,ID_numeric,Date_measured,Color,Color_numeric,Cyme_length,flowers_per_day,Flowers_buds_on_cymepeduncle, Cor_Length,Cor_tissue_Length, Cor_Width,Anther_stigma_position, Nectar_volume_mm, Style_Length,Sterility,after_noon,Notes
335,335,11/4/2014,p,1,26.1,1,1,27.4,33.7,24.4,0,3.9,16.4,,,
335,335,11/7/2014,p,1,29.4,1,1,28.1,34.9,26.9,0,7.4,17.1,,,
336,336,9/7/2014,p,1,18.6,1,3,26.2,30.2,21.1,0,0,15.9,,,
336,336,10/18/2014,p,1,16.3,1,1,26,31,22.7,0,0,16.5,,,
336,336,11/3/2014,p,1,16.6,1,1,25.3,30.6,20.8,0,1.2,15.6,,,
337,337,10/31/2014,p,1,20.8,1,1,26.5,32,23.4,0,1.4,15.6,,,
337,337,11/7/2014,p,1,26.4,1,1,27.5,32.4,21.6,0,3.5,16.7,,,
337,337,11/14/2014,p,1,16.1,1,1,26.7,29.6,20.5,0,0.8,16.3,,,
337,337,11/18/2014,p,1,18.5,1,1,27.7,31.9,22.1,0,1,16.6,,,
337,337,11/28/2014,p,1,32.2,1,1,24.8,29.1,21,0,0,15.9,,,
338,338,11/7/2014,p,1,13.3,1,1,25,28.9,19.7,0,0.4,14.9,,,
339,339,11/2/2014,w,0,31.6,1,2,25.6,29.5,19.1,0,0,15.8,,,
339,339,11/4/2014,w,0,17.1,1,1,25.3,28.8,16.7,0,0,15.8,,,
339,339,11/7/2014,w,0,17.3,3,2,23.8,27.6,18.8,0,0,14.7,,,
339,339,11/9/2014,w,0,19.3,3,2,27.1,30.6,16.6,0,0.7,15.7,,,
339,339,11/14/2014,w,0,13.6,1,1,25.8,29,19.2,0,0,15.1,,,
340,340,8/14/2014,p,1,21.9,1,1,25.6,29.8,23.2,0,1.1,16.3,,,slightly torn
340,340,8/16/2014,p,1,35.1,1,2,26.2,31.1,21.8,0,7,16.1,,,
340,340,9/7/2014,p,1,43.8,1,2,29.4,34.6,24.8,0,10.2,16.6,,,
340,340,9/8/2014,p,1,32.2,1,1,29.8,35.9,26.9,0,3.2,18.9,,,
340,340,9/9/2014,p,1,30.8,3,2,30.3,33.7,22.9,0,3.2,17.4,,,
341,341,11/2/2014,p,1,19,1,3,26.5,31.6,23,0,4,16.5,,,
342,342,12/5/2014,p,1,20,1,1,26.4,31.6,22.4,0,2,16.4,,,"sterile?? one shriveled seed
"
342,342,2/10/2015,p,1,17.5,1,1,26,30.5,24.5,0,0,16.6,,,
343,343,11/3/2014,p,1,27.7,1,1,28.3,32.2,22.3,0,0,15.9,,,w throat
343,343,2/19/2015,p,1,16.7,1,3,26.4,30.2,21.2,0,0,15.2,,,
344,344,7/24/2014,p,1,23,1,3,26,30,19,0,8,17,,1,
344,344,8/1/2014,p,1,21.3,1,1,27.3,31.7,22.2,0,3.6,18,,,
344,344,8/3/2014,p,1,32.6,1,1,26.3,30.5,23.7,0,3.4,17.2,,,
344,344,8/31/2014,p,1,15.8,1,1,25.8,29.9,21.6,0,0,17.3,,,
344,344,9/2/2014,p,1,25.4,3,1,29.2,34.4,23.2,0.5,1.9,18.4,,,
344,344,9/8/2014,p,1,20,1,1,29.4,33.5,23.6,0.5,0,18.9,,,
346,346,7/18/2014,p,1,23,1,1,22,,18,0,0,14,,,
346,346,11/14/2014,p,1,12.7,1,1,26.5,29.1,19.3,0,0,14.9,,,
347,347,11/29/2014,w,0,33.8,1,2,26,29.9,21.7,0,0,15.9,,,
350,350,11/4/2014,p,1,20.3,1,1,25.4,29.1,20.9,0,0,15.3,,,
350,350,11/29/2014,p,1,14.4,1,1,24.9,26.5,17.3,0,1,15.2,,,squished
351,351,11/7/2014,p,1,18.2,1,1,28.8,32.3,21.3,0,1.1,16.3,,,
351,351,12/3/2014,p,1,19.1,1,1,26.4,30.2,22,0,0,15.5,,,
352,352,11/12/2014,p,1,11.8,4,1,23.7,26.6,19.7,1,0,16.4,1,,not sfs but tall stigmas!
352,352,11/16/2014,p,1,23.3,3,3,24.9,27.3,19.8,0,0,15.6,1,,
352,352,11/17/2014,p,1,10.4,2,1,26.9,30,24.1,1,0,17.9,1,,semi sfs w pollen
352,352,11/18/2014,p,1,14.1,3,2,27.2,28.2,22.8,1,0,16.6,1,,semi sfs w pollen. Sorta 2.5lobed stigma
352,352,11/19/2014,p,1,11.2,3,1,27,29.3,20.7,0.5,0,17,1,,
353,353,10/27/2014,p,1,16,1,1,27.1,30.9,20.6,0,1.8,17.1,,,
353,353,10/30/2014,p,1,27.4,6,2,28.4,32.6,22.6,0,0,16.7,,,
353,353,11/4/2014,p,1,38.6,2,2,25.3,30.5,21.3,0,3.3,15.8,,,
353,353,11/6/2014,p,1,32.1,1,2,27.9,30.4,19.5,0,0.3,16.3,,,
353,353,11/12/2014,p,1,18.3,1,1,27.3,30.2,19,0,2.3,16.9,,,
354,354,10/27/2014,p,1,17.1,1,1,27.3,31.8,22.1,0,0.4,16.5,,,
354,354,2/6/2015,p,1,11.7,1,1,24.9,29.2,19.4,0,0,14.8,,,
358,358,7/28/2014,p,1,27.2,1,2,26.3,30.4,21.2,0,1.4,15.2,,,
358,358,8/15/2014,p,1,26,1,2,25.3,29.5,18,0,0,15,,,
358,358,9/9/2014,p,1,15.1,3,1,26.5,30.5,20.4,0,0,15.6,,,
358,358,9/10/2014,p,1,42.9,1,3,28.7,31.5,22.7,0,0.8,16.1,,,
358,358,9/11/2014,p,1,23.1,1,2,28.3,31.4,22.4,0,0,16.1,,,
359,359,8/19/2014,p,1,20.5,1,2,24.4,28.1,19.9,0,0,15.4,,,
359,359,10/3/2014,p,1,13.4,1,3,21.7,25.6,19.2,0,0,13,,,
359,359,10/4/2014,p,1,14.9,1,2,24.4,27.9,21.1,0,0,15.2,,,
359,359,11/12/2014,p,1,21,4,1,24.8,28.9,21.2,0,0,14.9,,,
359,359,11/13/2014,p,1,16.1,1,1,24.9,28.6,20.8,0,0,15.4,,,
360,360,9/8/2014,p,1,28.4,1,1,26.8,32,23.2,0,5.3,16.1,,,
360,360,9/9/2014,p,1,23.5,1,1,25.3,28,19.2,0,0,14.2,,,
360,360,10/4/2014,p,1,17.9,1,1,26.1,30.9,22.4,0,0,16.4,,,
360,360,10/27/2014,p,1,22,6,1,28.3,32.3,22.4,0,7.2,16.6,,,
360,360,10/30/2014,p,1,15.7,1,1,25.3,28.5,18.3,0,0,15.2,,,
360,360,2/17/2015,p,1,16.6,1,2,25.7,30.7,23.1,0,0,15.6,,,
362,362,11/2/2014,p,1,14.4,2,1,27.5,31.8,23.1,0,0,16.9,,,
362,362,11/7/2014,p,1,12.9,1,1,28.3,32.6,24.2,0,1.9,17.8,,,
362,362,12/1/2014,p,1,16,1,1,28.4,31.4,21.2,0,0,17.1,,,
362,362,12/4/2014,p,1,14.5,1,1,25.9,30.1,21.7,0,0,17.2,,,
363,363,10/3/2014,p,1,48.8,2,3,27.5,32.6,24.5,0,0,17,,,
363,363,10/15/2014,p,1,16.7,1,1,27.8,31.9,22.4,0,0,16.1,,,
363,363,10/17/2014,p,1,20.3,1,1,26.6,31.2,24.5,0,0.5,15.8,,,
363,363,10/22/2014,p,1,23.1,1,1,29,33.9,24.6,0,3.2,17.5,,,
363,363,11/13/2014,p,1,14,1,1,29.3,33.6,23.9,0,3.3,17.8,,,
364,364,2/6/2015,p,1,14.9,1,1,26.7,28.6,16.9,-0.5,0,14.5,,,
365,365,8/14/2014,p,1,20.6,1,2,21.6,27.4,20,0,0,14.1,,,
365,365,8/30/2014,p,1,49.8,1,3,27.8,33.3,24.7,0,4.7,15.3,,,
365,365,9/4/2014,p,1,54.2,2,3,26.9,31.9,22.5,0,3.2,15.6,,,
365,365,9/11/2014,p,1,35.8,1,3,24.4,29.6,20.1,0,2.8,14.2,,,
365,365,10/3/2014,p,1,31.4,1,2,26.5,31.1,23.1,0,2.4,15,,,
365,365,10/4/2014,p,1,34.6,2,2,25.9,31.4,23.2,0,0,14.9,,,
366,366,7/24/2014,p,1,33,1,1,29,34,24,-0.5,6,15,,1,
366,366,8/4/2014,p,1,56.9,1,3,28.5,32.8,22.1,0,4.3,16.2,,,
366,366,10/3/2014,p,1,37.9,1,2,27,31.8,25.2,0,4.5,16.2,,,
366,366,10/30/2014,p,1,22.9,1,1,29.1,33.1,25,0,0,16.6,,,
366,366,11/4/2014,p,1,56.9,1,2,29.7,34.7,25.7,0,10.2,16.3,,,
367,367,10/15/2014,p,1,22.2,1,1,31,33.1,17.9,0,1.4,16.6,,,
367,367,11/13/2014,p,1,26.3,2,1,31,35.7,26.7,0,0,17.9,,,
368,368,7/31/2014,w,0,46.2,1,2,24.9,27.3,17.8,0,2.5,15.1,,,squished
368,368,8/3/2014,w,0,48.9,1,2,28.1,31.8,23.2,0,4.3,18,,,
368,368,8/20/2014,w,0,30.8,1,1,30.4,35.1,23.6,0,3.4,17.7,,,
368,368,11/6/2014,w,0,20.7,1,1,27.9,31.6,21.2,0,0,16.7,,,
368,368,11/12/2014,w,0,16.7,1,1,25.1,30.4,21.6,0,1.6,17.6,,,
369,369,8/19/2014,p,1,22.9,1,1,26.2,30.8,22.4,0,4.2,14.8,,,
369,369,9/7/2014,p,1,20.3,1,2,27.7,32.2,23.7,0,9.7,15.8,,,
369,369,9/12/2014,p,1,14.5,1,1,25.8,30.2,22.9,0,0,16,,,
369,369,10/3/2014,p,1,16.4,1,1,26.2,31.3,24.3,0,7.4,16.5,,,
369,369,10/15/2014,p,1,16.8,1,1,28.6,33.2,23.9,0,10.8,15.4,,,
370,370,8/1/2014,p,1,17,1,2,25.4,28.3,16.8,0,0.6,14.7,,,
370,370,8/2/2014,p,1,22.5,1,1,28.1,31.7,21.9,0,2.3,15.7,,,
370,370,8/4/2014,p,1,18.5,2,1,25.1,29.4,21.1,0,0,16.1,,,
370,370,8/20/2014,p,1,109.9,1,3,24.8,27.9,17.9,0,0,14.9,,,
370,370,10/27/2014,p,1,21.4,1,1,28.1,31,21.9,0,0,15.9,,,
371,371,10/3/2014,p,1,19,1,2,26.6,29.6,19.9,0,0,16,,,
371,371,11/2/2014,p,1,26.3,3,2,27.8,31.8,21.8,0,0,16.8,,,
371,371,11/12/2014,p,1,17.1,2,2,23.6,28.9,20.2,0,0.3,16.6,,,
371,371,11/16/2014,p,1,18.1,1,1,25.9,30.9,21.6,0,2.3,15.9,,,
372,372,10/3/2014,p,1,20,1,2,25,30.7,22,0,0,14.7,,,
372,372,11/4/2014,p,1,34.9,1,1,27.5,32.5,22.3,0,0,16.1,,,
372,372,11/18/2014,p,1,43.1,1,2,28.9,33.9,23.9,0,2.4,15.9,,,
372,372,11/24/2014,p,1,23,2,1,26.2,29.1,20,0,0,15.2,,,
373,373,10/17/2014,p,1,24.3,1,1,27.3,32.1,21.1,0,0.7,15.2,,,
373,373,10/18/2014,p,1,21.4,1,1,26,30.5,20.3,0,0,14.8,,,
373,373,10/22/2014,p,1,39.6,2,2,27.3,31,21.5,0,0,14.8,,,
373,373,10/27/2014,p,1,24.9,2,1,26,30.5,19.7,0,0,14.1,,,
373,373,10/28/2014,p,1,31.7,3,1,30.2,34,22.2,0,3.4,15.2,,,
374,374,10/27/2014,p,1,20,1,1,27,31.6,24.4,0,2,,,,
374,374,11/12/2014,p,1,14.4,3,1,24.9,28.6,19,0,0,15.6,,,
374,374,11/14/2014,p,1,14.3,1,1,27.7,31.3,19.2,0,2.1,16.9,,,
374,374,10/28/2014,p,1,18.9,5,1,27.3,32,24.8,0,0,17,,,
375,375,9/7/2014,p,1,45.6,1,3,28.8,33,22.8,0,6.4,17.3,,,
375,375,9/10/2014,p,1,29.7,1,1,29.5,32.4,24.1,0,2.6,17.1,,,
375,375,10/2/2014,p,1,17.4,1,1,25.6,30,20.4,0,1.1,16.6,,,
375,375,10/3/2014,p,1,21.3,1,1,25.8,31,21.5,0,2,16.7,,,
375,375,10/22/2014,p,1,21.1,1,1,30.5,34,22.6,0,0,18.3,,,
377,377,10/6/2014,p,1,28.3,1,3,26.1,29.5,20.9,1,0,16.8,1,,anthers look bad
377,377,10/30/2014,p,1,25.8,1,3,25.5,28.4,19,0.5,0,15.4,1,,sad flower syndrome
377,377,10/28/2014,p,1,15.6,1,2,25.4,26.9,17.5,1,0,14.6,1,,looks like sad sterile flowers
379,379,9/11/2014,p,1,21.4,1,2,23.5,28.7,21.2,0,3.5,15.6,,,
379,379,10/2/2014,p,1,16.9,1,1,24.2,27.8,19.8,0,2.7,14.6,,,
379,379,10/19/2014,p,1,14.3,1,1,22.8,27.7,21.6,0,0,14.6,,,
379,379,10/20/2014,p,1,23.7,1,1,25,30.1,22.4,0,3,15.8,,,
379,379,10/27/2014,p,1,19.3,4,1,23.9,29.5,22.7,0,1.8,15.4,,,
379,379,10/28/2014,p,1,20,2,1,23.2,28.3,21.7,0,0.8,14.6,,,
380,380,2/18/2015,p,1,12,1,1,23.4,28.5,20,-1,0,11.6,,,
381,381,9/11/2014,p,1,21.3,1,2,28,31.3,22.4,0,1.2,16.1,,,stripes
381,381,11/7/2014,p,1,18.8,1,1,27.5,31.3,20.8,0,0,15.6,,,
381,381,11/25/2014,p,1,17.8,1,1,29.8,33.1,21.1,0,0,16.9,,,
382,382,11/13/2014,p,1,14,1,1,25.7,38.3,18.7,0,1.1,15,,,split corolla deformed
382,382,11/14/2014,p,1,20.1,1,1,27.4,30.9,23.5,0,3.4,15.7,,,
382,382,12/3/2014,p,1,15.2,3,1,26.4,28.7,19.3,0,0,15.1,,,
383,383,9/6/2014,p,1,25,1,2,24.9,28.1,19.8,0,0,13.5,,,"p corolla, w throat"
383,383,10/27/2014,p,1,22,3,3,25.8,28.7,20.7,0,0.7,13.8,,,w throat
383,383,10/30/2014,p,1,26.7,3,2,24,28.3,22.3,-0.5,1.8,12.7,,,
383,383,11/3/2014,p,1,30.4,2,3,24.1,28.7,21.9,-1,3.9,11.8,,,
383,383,10/28/2014,p,1,29.5,2,2,25.7,28.6,21.1,0,1.5,13.7,,,
384,384,11/24/2014,p,1,20.6,1,2,30.4,33.4,22.1,0,2.7,16.8,,,
385,385,10/27/2014,p,1,29.6,1,1,27.8,34.2,25.2,0,5,16.7,,,
385,385,11/13/2014,p,1,14.5,1,1,24.8,29.2,22.1,0,0,15.6,,,particularly pretty
385,385,12/4/2014,p,1,19.8,1,1,25.7,29.9,21.8,0,0,15.5,,,
386,386,2/17/2015,p,1,13.4,1,1,23.6,27.4,20,0,0,14.5,,,
386,386,2/18/2015,p,1,13.3,1,1,24.1,29.3,22.2,0,0,15.4,,,
387,387,8/2/2014,p,1,23.6,1,1,29.5,31.7,21.6,0,1.1,17.1,,,
387,387,8/5/2014,p,1,42.3,1,2,30,33.3,23.7,0,6,16.8,,,
387,387,10/18/2014,p,1,42.8,1,2,29.5,34.8,26.4,0,3,17.1,,,
387,387,10/20/2014,p,1,27.3,3,1,27.1,31.9,22.4,0,0,16.2,,,
387,387,10/27/2014,p,1,24.9,2,1,28.5,34.5,25.6,0,1.9,17.1,,,
390,390,12/2/2014,p,1,20.6,1,1,27.7,32.4,23.2,0,4.5,16.8,,,
391,391,9/2/2014,w,0,26.7,1,2,31.2,34.7,24.3,0,4,18.6,,,
391,391,9/6/2014,w,0,30.3,1,2,30,33.9,22,0,0.8,18.1,,,
391,391,10/27/2014,w,0,28.7,1,1,27.4,31.8,23.5,0,1.1,16,,,
391,391,10/28/2014,w,0,28.9,1,1,27.8,31.3,24.1,0,0.5,16.4,,,
392,392,10/27/2014,p,1,20,2,1,27.1,31.6,22.6,0,1.2,16.6,,,
392,392,11/2/2014,p,1,29.8,1,2,24.9,27.6,20.4,0,0,15.1,,,
392,392,11/7/2014,p,1,13.6,1,1,26.8,31.5,22,0,0,15.6,,,
393,393,11/7/2014,p,1,23.6,2,1,24.2,28.6,19.7,0,0,14.2,,,
393,393,11/14/2014,p,1,17.2,1,2,26.5,30.4,20,0,1.4,14.9,,,
393,393,12/3/2014,p,1,21.4,2,1,26.4,30.5,20.5,0,2.1,14.8,,,
394,394,2/17/2015,p,1,17.7,1,1,23.4,26.8,20.8,0,0,13.6,,,
396,396,10/30/2014,p,1,15.3,1,1,24.1,27,18.5,0,0,14.9,,,
396,396,12/3/2014,p,1,17.5,1,1,25.7,28.1,17.1,0,0,15.3,,,
396,396,12/4/2014,p,1,20.3,1,1,25.2,29.2,18.9,0,2.5,15.7,,,
399,399,2/10/2015,w,0,17.4,3,1,25.6,29.5,20.3,-0.5,0,14.4,,,
400,400,9/4/2014,p,1,27.3,1,1,26.6,31.3,22.2,0,6,16.5,,,
400,400,10/27/2014,p,1,23.8,3,1,27.5,31.9,25,0,8.2,17.2,,,
400,400,11/2/2014,p,1,19.1,3,1,24.3,29,22.9,0,1.3,16.5,,,
400,400,11/3/2014,p,1,12.2,2,1,25.5,29.4,20.4,0,0.5,16.5,,,
400,400,10/28/2014,p,1,26.2,1,2,27.7,32.9,25.2,0,8.9,17,,,
402,402,11/3/2014,p,1,17.8,1,1,26.8,31.1,22,0,1.6,16.7,,,
402,402,11/16/2014,p,1,19.1,2,1,27.7,32.7,21.7,0,4.6,16.6,,,
403,403,11/12/2014,p,1,20.9,1,1,27.7,31,21.2,0,0,17.6,,,
404,404,11/17/2014,p,1,20,2,1,28.2,31.8,22.3,0,5,16.8,,,
404,404,11/18/2014,p,1,21.7,1,1,28.4,33.3,24.7,0,3.5,15.8,,,
404,404,2/10/2015,p,1,18.7,2,1,27.9,31.6,23.3,0,1.3,15.7,,,
405,405,8/3/2014,w,0,22.4,2,1,25.9,30.8,23.3,0,2.7,16.7,,,
405,405,10/30/2014,w,0,26.4,1,1,27.8,31.3,21.3,0,0,17.2,,,
405,405,11/4/2014,w,0,26.4,1,1,25.1,30.1,21,0,0,17,,,
405,405,11/13/2014,w,0,58.6,2,3,25.8,28.7,20,0,1,16.3,,,
406,406,12/4/2014,p,1,16.8,1,1,24,26.9,16.9,0,0,14.6,,,
407,407,10/1/2014,w,0,29.4,1,1,28.1,31.9,22.6,0,0,18,,,
407,407,11/3/2014,w,0,17.8,1,1,28.6,32.8,21.2,0,0,18.5,,,
407,407,11/6/2014,w,0,31.5,1,1,29.7,34,23.5,0,2.5,18.2,,,
407,407,11/28/2014,w,0,24.2,1,2,29.8,34.1,23.1,1,2.2,18.6,,,
407,407,10/28/2014,w,0,23.4,1,1,29.1,34,23.6,0.5,0.5,18.9,,,
408,408,9/3/2014,p,1,14.1,1,1,27.8,31.1,21.2,1,0,17,1,,withered anthers
408,408,10/30/2014,p,1,16.4,2,2,29.2,30.7,17.4,1,0,16.3,1,,sad flower syndrome
408,408,11/2/2014,p,1,12,1,1,26.8,30.5,21.4,1,0,16.4,1,,sad flower syndrome
408,408,11/3/2014,p,1,16.9,1,2,22.6,25.5,20.2,1,0,12.9,1,,sad flower syndrome
408,408,10/28/2014,p,1,26.1,2,2,23.7,26.5,17.2,1,0,15.2,1,,sad flower syndrome
409,409,2/17/2015,p,1,14.3,1,2,24.1,28.3,21.1,0,0.7,14.7,,,
409,409,3/3/2015,p,1,18.3,2,2,25.3,28.1,16.7,0,0,15.6,,,
411,411,9/12/2014,p,1,19.7,1,1,28.3,32.7,22.7,0,2,17,,,
411,411,10/19/2014,p,1,19.2,1,1,26.4,31.8,22.1,0,1.6,16.8,,,
411,411,10/27/2014,p,1,34.7,1,1,30.2,34.3,22.6,0,1.8,17.1,,,
411,411,11/13/2014,p,1,13.1,2,1,24.1,28.6,19.8,0,1.1,15.4,,,
411,411,10/28/2014,p,1,25.3,2,2,28.5,33.1,21.4,0,1.2,16.8,,,
412,412,9/4/2014,p,1,23.3,1,1,24.9,28.7,21.4,0,0,15.8,,,
412,412,11/17/2014,p,1,17.7,1,1,25.7,29.3,21.3,0,3.6,15.4,,,
413,413,9/4/2014,p,1,26.2,1,1,28.2,32.7,23.4,0,3.5,17.6,,,
413,413,10/6/2014,p,1,17.8,1,1,27.3,31.6,23.4,0,0.6,17.2,,,
413,413,11/12/2014,p,1,19.7,1,1,29.5,32.3,19.9,0,2.8,18,,,
413,413,11/13/2014,p,1,17.5,2,1,27.6,32.1,23.8,0,1.2,17.4,,,
413,413,11/18/2014,p,1,16.9,1,1,28.6,32.3,24.1,0,2.7,17.8,,,
414,414,11/3/2014,w,0,28.6,1,2,26.8,31.9,23.2,0,0,17.9,,,
414,414,11/4/2014,w,0,17.5,2,1,29,33,21.8,0,0,17.6,,,
414,414,11/7/2014,w,0,23.2,3,1,31.4,35.1,23.2,0,2.2,19.6,,,
415,415,8/13/2014,p,1,21,1,3,25.7,29.8,22.2,0,1.3,16.3,,,
417,417,7/29/2014,p,1,15.5,1,1,22.4,26.3,19.1,0,0,15.4,,,
417,417,8/29/2014,p,1,43.4,1,2,27.3,31.5,23.2,0,10,16.3,,,
417,417,9/1/2014,p,1,23.1,1,2,24.3,27.7,17.1,0.5,0,14.7,,,squished; no pollen
417,417,9/5/2014,p,1,38.6,1,2,28.5,32.8,22.8,0,6.1,17.6,,,
417,417,10/2/2014,p,1,13.4,1,1,24.5,29,22.1,0,0,16.8,,,
417,417,10/28/2014,p,1,21.9,3,1,26.8,31.9,25,0,0.9,17.3,,,
418,418,11/4/2014,p,1,42.8,1,3,28.1,33.2,23.2,-0.5,0,14.8,,,
418,418,10/28/2014,p,1,24,1,1,27.3,31.7,21.6,0,2.2,14.3,,,
421,421,8/14/2014,p,1,23.5,1,3,25.3,29.4,20.7,0,2.3,14.7,,,
421,421,9/3/2014,p,1,14.4,1,1,25.4,30.6,22.1,0,0.8,14.9,,,
421,421,9/5/2014,p,1,19.2,1,2,26.3,30.9,21.9,0,2.1,15.2,,,
421,421,9/8/2014,p,1,18.8,1,2,25,29.3,21.2,0,0,14.5,,,
421,421,10/1/2014,p,1,17.8,1,2,24.8,29.2,20.7,0,0,13.1,,,w throat
423,423,8/25/2014,p,1,26.7,1,2,27.3,30.9,21.3,0,0,16.4,,,
423,423,8/31/2014,p,1,33.9,1,1,26.6,29.3,16.2,0,0,14.9,,,
423,423,9/1/2014,p,1,38.2,1,2,24.5,28.9,20.3,0,0,15.2,,,
423,423,9/3/2014,p,1,32.2,1,2,28.2,29.7,16.7,0,0,15.3,,,
423,423,10/19/2014,p,1,14.6,1,1,23.8,28.6,21.2,0,0,15.1,,,
424,424,10/30/2014,p,1,20.2,1,1,24.9,29.1,20.2,0,5,14.7,,,
424,424,11/12/2014,p,1,18.6,1,1,23.7,27.3,19.5,0,1.9,15.8,,,
426,426,9/30/2014,w,0,14.2,1,1,25,29,22.6,0,0,15,,,double check id
426,426,10/2/2014,w,0,17.1,1,1,24.9,29.8,23,0,0,15.1,,,
426,426,11/12/2014,w,0,25.8,3,1,26,29.9,19.2,0,0,15.3,,,
426,426,11/14/2014,w,0,17.5,1,1,26.6,30.5,22.8,0,1.7,15.8,,,
426,426,10/28/2014,w,0,20.5,1,1,26.5,30.2,22.5,0,0,14.9,,,
428,428,12/4/2014,w,0,33.9,1,1,25.3,30.7,21.5,0,1,15.9,,,
429,429,11/7/2014,p,1,24.1,1,1,25.3,30,20.9,0,0,14.6,,,one short anther
429,429,11/17/2014,p,1,17.2,1,1,27.1,32,22.7,0,0.7,16.2,,,
431,431,8/4/2014,w,0,44.1,1,2,29,34.4,24.4,0,0,15.9,,,
431,431,9/9/2014,w,0,18.1,2,1,29.4,34,24.1,0,3.3,14.8,,,
431,431,10/27/2014,w,0,17.1,1,1,26.8,31.7,24.6,0,4.9,14.4,,,
431,431,10/30/2014,w,0,14.6,1,1,26.3,31.6,23.4,0,0,14.5,,,
431,431,11/7/2014,w,0,20.1,2,1,26.3,31.3,23.1,0,2.6,14.4,,,
432,432,9/1/2014,w,0,35.5,1,1,24.9,29.7,21.1,0,0,17.1,,,
432,432,10/2/2014,w,0,24.5,1,1,24.3,28.9,21.9,0,2.6,15.9,,,
432,432,10/27/2014,w,0,18.2,1,1,25.9,31,21.6,0,3.3,16.5,,,
432,432,10/30/2014,w,0,15.3,2,1,27,31,21.4,0,0,16.2,,,
432,432,10/28/2014,w,0,21.5,1,1,24.6,31.2,23.5,0,2.3,15.1,,,
433,433,8/1/2014,p,1,15.6,1,2,22.8,27.3,20.1,0,0,14.4,,,
433,433,9/4/2014,p,1,19.5,1,1,24.7,29.8,22.2,0,2.7,15.2,,,
433,433,9/6/2014,p,1,23.3,2,1,25.2,28.7,21.2,0,1.3,14.6,,,
433,433,9/7/2014,p,1,15.3,2,2,23.7,28.4,20,0,0,14.8,,,
433,433,9/9/2014,p,1,27.9,1,2,27.4,31,22,0,3.1,15.5,,,
433,433,11/19/2014,p,1,12.7,1,1,25.7,29.3,22.2,0,2.8,15.2,,,
434,434,9/7/2014,w,0,21.2,1,2,24.9,29.7,22.5,-0.5,0,13.7,,,
434,434,11/7/2014,w,0,22,1,1,27.3,32.2,22.8,-1,0,13.4,,,
434,434,11/14/2014,w,0,19.3,3,1,26.8,32.6,23.5,-0.5,0,13.5,,,
434,434,11/28/2014,w,0,27.3,1,2,26.5,30.7,19.3,0,0,12.9,,,
434,434,12/4/2014,w,0,24.7,1,2,25.6,30.3,21.7,0,0,13.2,,,
436,436,11/14/2014,p,1,15.6,1,1,23.7,27.3,20.5,0,0.6,12.2,,,
437,437,10/20/2014,p,1,19.1,2,1,26.1,29.3,22.1,0,3.3,15.3,,,
437,437,10/30/2014,p,1,10.5,2,1,26.2,30.3,24,0,0.3,14.6,,,
437,437,11/2/2014,p,1,31.3,1,2,27.8,32.2,22.6,0,4.5,15.7,,,
437,437,11/3/2014,p,1,37,1,3,27.3,31.3,24.4,0,0.3,16.1,,,
437,437,10/28/2014,p,1,13.5,1,1,24.4,28.5,21.9,0,0,14.3,,,
438,438,11/6/2014,w,0,15.5,1,1,25.7,31.2,21.8,0,0.6,16,,,
438,438,11/28/2014,w,0,20.4,1,1,28.1,32.7,23.7,0,1.8,17.4,,,
438,438,11/29/2014,w,0,18.5,1,1,28.8,32.8,23.8,0,3.8,17,,,
439,439,9/9/2014,p,1,31.1,1,2,26.9,30.7,23.6,0,0,15.8,,,
439,439,10/22/2014,p,1,22,1,1,26.4,31,21.9,0,1.2,15.2,,,
439,439,10/27/2014,p,1,17.7,2,1,27.3,30.7,21.7,0,3.4,15.4,,,
439,439,11/2/2014,p,1,40.3,3,2,25.3,29.4,22.1,0,4.4,14.7,,,
439,439,10/28/2014,p,1,16.1,3,1,27.4,31.5,23.2,0,6.3,15.9,,,
441,441,2/10/2015,p,1,14.3,1,1,25.6,29.1,21.7,0,0,14.4,,,
442,442,10/30/2014,p,1,30.5,2,2,27.9,32.1,22,0,2.4,16.8,,,
442,442,11/3/2014,p,1,29.3,1,1,27.2,29.3,19.6,0,2.3,16.3,,,squashed
442,442,11/12/2014,p,1,18.1,3,1,24.4,30,22.3,0,0.8,16.9,,,
442,442,11/13/2014,p,1,28.1,2,2,28.4,33.1,23.6,0,7.7,17.2,,,
442,442,10/28/2014,p,1,24.2,5,2,26.9,32.4,24.2,0,1,17.5,,,
443,443,11/3/2014,p,1,26.4,1,3,26.4,30.3,23.6,0,3.4,17.2,,,stripy
443,443,11/12/2014,p,1,33.3,1,1,27.8,32.1,23.9,0,4.9,18.2,,,stripy
443,443,11/14/2014,p,1,21.3,1,1,27,32.8,23.2,0,1.1,17,,,stripy
443,443,11/18/2014,p,1,28.3,1,1,26.2,32.5,25.9,0,6.8,18.2,,,
444,444,2/17/2015,p,1,15.3,1,1,24.2,28.1,21.6,0,0,14.5,,,
447,447,11/12/2014,p,1,16.1,1,1,23.4,25.6,16.1,0,0.5,13.3,,,
447,447,11/16/2014,p,1,15.2,1,1,25,29.6,21.3,0,3.6,15.1,,,
451,451,8/3/2014,w,0,23.5,1,1,28,31,20.4,0.5,4.2,18.7,,,
